Role,Link,Location,Salary,Summary,H1B,Company
College Orientation Recruitment Program - Engineer - CORP 74516,https://job-boards.greenhouse.io/samsungaustinsemiconductor/jobs/4447923005,"Austin, TX","est. $80,000 - $120,000 per year","College Orientation Recruitment Program - Engineer position at Samsung Austin Semiconductor, located in Austin, Texas. Seeking candidates with a Bachelor's Degree in engineering or related fields. Full-time role in a large semiconductor manufacturing company.",FALSE,Samsung Austin Semiconductor
Sales Development Representative,https://boards.greenhouse.io/amarok/jobs/5285262004,"Atlanta, Georgia","est. $70,000 - $85,000 per year","Sales Development Representative position in Atlanta, Georgia. Requires prior sales experience, excellent communication skills, and familiarity with CRM systems. Full-time role with a salary range of est. $70,000 - $85,000 per year.",FALSE,Amarok
Dental Hygienist-Cambridge,https://boards.greenhouse.io/drdental/jobs/7621746002,"Cambridge, MA","est. $50,000 - $70,000 per year","Dental Hygienist position in Cambridge, MA. Requires hands-on experience and state licensure. Full-time role with competitive pay and bonus program. New graduates encouraged to apply.",FALSE,Dr. Dental
Dental Hygienist-Lynn,https://boards.greenhouse.io/drdental/jobs/7621787002,"Lynn, MA","est. $60,000 - $80,000 per year","Dental Hygienist position in Lynn, Massachusetts. Requires hands-on experience and state licensure. Full-time role with competitive pay and bonus program. New graduates encouraged to apply.",FALSE,Dr. Dental
"Dental Hygienist-Manchester, NH",https://boards.greenhouse.io/drdental/jobs/7621816002,"Manchester, NH","est. $50,000 - $70,000 per year","Dental Hygienist position in Manchester, NH. Requires licensure in New Hampshire and hands-on experience. Full-time role with competitive pay and bonus program. New graduates encouraged to apply.",FALSE,Dr. Dental
Dental Hygienist-Norwalk,https://boards.greenhouse.io/drdental/jobs/7621974002,"Norwalk, CT","est. $50,000 - $70,000 per year","Dental Hygienist position in Norwalk, Connecticut. Requires hands-on experience and state licensure. Competitive pay and bonus program. New graduates encouraged to apply.",FALSE,Dr. Dental
Dental Hygienist-Revere,https://boards.greenhouse.io/drdental/jobs/7621792002,"Revere, MA","est. $60,000 - $80,000 per year","Dental Hygienist position in Revere, Massachusetts. Requires a license in Massachusetts and hands-on experience. Full-time role with competitive pay and bonus program. New graduates are encouraged to apply.",FALSE,Dr. Dental
Influencer Marketing Campaign Associate (New Grads Welcome To Apply),https://boards.greenhouse.io/linqia/jobs/7603470002?gh_jid=7603470002,"San Francisco, California, United States","est. $50,000 - $60,000 per year","Influencer Marketing Campaign Associate position at Linqia in San Francisco, California. Seeking candidates with 6-24 months of experience in account management. Requires a Bachelor's degree, strong communication skills, and a passion for social media. Full-time role in a growing tech startup.",FALSE,Linqia
Second Shift- Trade Support Operations,https://job-boards.greenhouse.io/gelbergroup/jobs/4354171006,"Chicago, IL","est. $50,000 - $70,000 per year","Trade Support Specialist position located in Chicago, IL at Gelber. Requires a Bachelor's degree in IT or related field with 0-2 years experience. Skills needed include Windows, Linux, basic SQL, and critical thinking. Full-time role with second shift hours.",FALSE,Gelber Group
Sales Development Representative ,https://boards.greenhouse.io/rewardsnetwork/jobs/4144912007,"Chicago, IL ","est. $50,000 - $70,000 per year","Sales Development Representative position in Chicago, Illinois. Requires strong work ethic, excellent communication skills, and experience with CRM tools. Full-time role in a medium-sized marketing and financial services company.",FALSE,Rewards Network
Sales Development Representative,https://job-boards.greenhouse.io/veza/jobs/5292317004,"Denver, CO","est. $60,000 - $80,000 per year","Sales Development Representative position in Denver, CO. Requires Bachelor's degree, motivation for sales, and strong communication skills. Hybrid work model with 3 days in office. Offers opportunities for career growth and monthly bonuses.",FALSE,Veza
Client Service Team Assistant – Entry Level,https://job-boards.greenhouse.io/hennionwalsh/jobs/5951742,"Parsippany, NJ","est. $40,000 - $50,000 per year","Client Service Team Assistant position in Parsippany, New Jersey. Requires strong client service skills, communication, and problem-solving abilities. Entry-level with opportunities for career development in a wealth management firm.",FALSE,Hennion Walsh
Investment Associate (Financial Services Career Development Program),https://job-boards.greenhouse.io/hennionwalsh/jobs/5951769,"Parsippany, NJ","est. $50,000 - $70,000 per year","Investment Associate position in Parsippany, New Jersey. Seeking motivated individuals for a financial services career development program. Requires a Bachelor's degree and strong organizational skills. Full-time role with competitive compensation.",FALSE,Hennion Walsh
Assembly Technician - Battery Modules,https://ample.com/jobs?gh_jid=4439234005,"Brisbane, CA","est. $50,000 - $70,000 per year","Assembly Technician position at Ample in Brisbane, California. Requires high school diploma, strong communication skills, and ability to work in a team-oriented manufacturing environment. Experience with high-voltage applications and Lean Manufacturing preferred. Full-time role with a focus on electric vehicle battery modules.",FALSE,Ample Inc
Technical Support Engineer I- Productivity,https://www.pax8.com/en-us/careers/job-openings?gh_jid=5013187004,Global HQ - United States,"est. $50,000 - $70,000 per year","Technical Support Engineer I at Pax8, located in the United States. Requires 2 years of experience in technical support, knowledge of Microsoft 365 services, and strong problem-solving skills. Full-time position in a fast-growing startup.",FALSE,pax8
Production Team Member (Nights) ,https://job-boards.greenhouse.io/clifbar15/jobs/4373222002,"Twin Falls, ID","est. $48,000 - $50,000 per year","Production Team Member position in Twin Falls, Idaho at Mondelēz International. Requires experience in manufacturing or food production, strong communication skills, and knowledge of Good Manufacturing Practices. Full-time role with an estimated salary range of $48,000 - $50,000 per year.",FALSE,Clif Bar
Warehouse Team Member (Nights) ,https://job-boards.greenhouse.io/clifbar15/jobs/4385370002,"Twin Falls, ID","est. $40,000 - $45,000 per year","Warehouse Team Member position in Twin Falls, Idaho at Mondelēz International. Requires skills in shipping, receiving, inventory management, and safety protocols. Full-time role with a starting pay rate of $21.56 per hour.",FALSE,Clif Bar
Software Engineer,https://sambanova.ai/sambanova-available-positions/?gh_jid=5300034004,"Palo Alto, California, United States","est. $120,000 - $145,000 per year","Software Engineer position in Palo Alto, California with a focus on generative AI. Requires Bachelor's/Master's degree and skills in System Software, Machine Learning, Compilers, or Hardware/Software Co-Design. Full-time role at a leading AI startup.",FALSE,Samba Nova Systems
Sales Coordinator,https://boards.greenhouse.io/tpcengineeringholdingsllc/jobs/4475391007,CT - Waterford | Hydro Group,"est. $40,000 - $60,000 per year","Sales Coordinator position in Waterford, Connecticut. Focus on Aerospace & Defense, Oil & Gas, Renewable sectors. Requires excellent communication and multitasking skills. Entry-level with full training provided.",FALSE,TPC Engineering Holdings
VLSI Hardware Engineer,https://sambanova.ai/sambanova-available-positions/?gh_jid=5299990004,"Palo Alto, California, United States","$120,000 - $145,000 per year","VLSI Hardware Engineer position in Palo Alto, California. Requires BS or MS/MEng in Electrical Engineering. Full-time role focusing on VLSI hardware engineering, including IO, Power, DFT/Test, and Physical Design.",FALSE,Samba Nova Systems
"Customer Service Representative - Preneed - $500 Sign on Bonus + $3,000 equity",https://boards.greenhouse.io/gafg/jobs/6169164,"Batesville, Indiana, United States","est. $35,000 - $45,000 per year","Customer Service Representative position in Batesville, Indiana. Requires 1+ years of customer service experience, strong PC skills, and a high school diploma. Full-time role with hybrid work schedule and est. salary range of $35,000 - $45,000 per year.",FALSE,GAFG
Warehouse Technician,https://job-boards.greenhouse.io/nivagenpharmaceuticals/jobs/4018578008,"Sacramento, CA 95834","est. $41,600 - $58,240 per year","Warehouse Technician position in Sacramento, California. Requires 1-2 years of experience in warehouse operations, distribution, or logistics. Full-time role with a salary range estimated at $41,600 - $58,240 per year.",FALSE,Nivagen Pharmaceuticals
Assistant Designer- Menswear,https://boards.greenhouse.io/perryellisinternational/jobs/4398790006,"New York, New York, United States","est. $52,000 - $62,000 per year","Assistant Designer - Menswear position at Perry Ellis International in New York, requiring a Bachelor's degree in Design and one year of design experience. Skills needed include proficiency in design software like Illustrator and Photoshop, strong organizational skills, and creativity.",FALSE,Perry Ellis International
Assistant Teacher - Dumbo,https://job-boards.greenhouse.io/vivvi/jobs/5778602003,"Brooklyn, NY","est. $35,360 - $47,840 per year","Assistant Teacher position in Brooklyn, New York. Requires 1-2 years of experience with children aged 0-5, preferably with a degree in Early Childhood Education. Full-time role with competitive compensation and benefits.",FALSE,Vivvi
"Assistant Teacher - Liberty, North Carolina",https://job-boards.greenhouse.io/vivvi/jobs/6084573003,"Liberty, North Carolina","est. $20,800 - $29,120 per year","Assistant Teacher position in Liberty, North Carolina with Vivvi. Requires 1-2 years of experience working with children aged 0-5. Offers competitive compensation ($10-$14 per hour) and benefits. Education in Early Childhood Education preferred.",FALSE,Vivvi
"Assistant Teacher - Westchester, New York",https://job-boards.greenhouse.io/vivvi/jobs/5852413003,"Hartsdale, NY","est. $33,280 - $43,680 per year","Assistant Teacher position in Hartsdale, New York. Requires 1-2 years of experience with children aged 0-5, CPR and First Aid certification, and a degree in Early Childhood Education. Full-time role with competitive salary and benefits.",FALSE,Vivvi
"Temporary EE Program Assistant, Rebate Processing (Remote - U.S)",https://job-boards.greenhouse.io/energysolutions/jobs/4483458007,Remote - US,"est. $43,680 - $54,080 per year","Temporary EE Program Assistant position at Energy Solutions, Remote - U.S. Requires 1 year experience, communication skills, and proficiency in MS Office. Full-time role in the energy industry focused on climate solutions.",FALSE,Energysolutions
Sales Development Representative - Remote ATL,https://job-boards.greenhouse.io/aiserajobs/jobs/4677219004,"Atlanta, GA","est. $60,000 - $80,000 per year","Sales Development Representative position at Aisera, located in Atlanta, Georgia. Requires experience in cold calling, technical acumen, and CRM knowledge. Full-time role in a startup environment with a focus on building relationships and driving sales.",FALSE,Aisera Jobs
Physical Therapist Assistant ,https://job-boards.greenhouse.io/centerforphysicaltherapyandexercise/jobs/4392707006,"Manchester, NH","est. $40,000 - $60,000 per year","Physical Therapist Assistant position at Center for Physical Therapy and Exercise in Manchester, New Hampshire. Requires completion of an accredited program and an active NH license. Focus on orthopedic and sports medicine patient care. Full-time role with benefits.",FALSE,Center for Physical Therapy and Exercise
Campus Class of 2025 - Trading Operations Engineer,https://job-boards.greenhouse.io/fiveringsllc/jobs/4017982008,New York,"$225,000 - $250,000 per year","Campus Class of 2025 - Trading Operations Engineer position in New York at Five Rings. Requires skills in Python, bash, MySQL, and strong problem-solving abilities. Full-time role in a medium-sized proprietary trading firm.",FALSE,Five Rings
Campus Full Time 2025 - Quantitative Trader,https://job-boards.greenhouse.io/fiveringsllc/jobs/4090061008,New York,"est. $250,000 - $350,000 per year","Campus Full Time 2025 - Quantitative Trader position in New York at Five Rings. Requires quantitative skills, collaboration, and quick learning. Full-time role in a large proprietary trading firm.",FALSE,Five Rings
Campus Full Time 2025 - Quantitative Trader - Boca Raton,https://job-boards.greenhouse.io/fiveringsllc/jobs/4090119008,Boca Raton,"est. $80,000 - $120,000 per year",Campus Full Time 2025 - Quantitative Trader position at Five Rings in Boca Raton. Seeking candidates with quantitative skills for a full-time role in proprietary trading. Ideal for recent graduates or those with relevant experience.,FALSE,Five Rings
Front Office Coordinator I,https://crc.missionlab.dev/careers/job/?gh_jid=4267843007,"Thornton, Colorado","est. $50,000 - $53,000 per year","Front Office Coordinator I position at Community Reach Center in Thornton, Colorado. Requires 2+ years of administrative experience, bilingual Spanish, and strong communication skills. Full-time role in mental health services with an emphasis on customer service.",FALSE,Community Reach Center
"SDR, Sales Development Representative L1",https://job-boards.greenhouse.io/cordance/jobs/4107647008,United States - Remote,"est. $50,000 - $70,000 per year","Sales Development Representative L1 position at Cordance, a medium-sized SaaS company, located in the United States. Requires strong work ethic, communication skills, and 1 year of sales experience.",FALSE,Cordance
"SDR, Sales Development Representative L2",https://job-boards.greenhouse.io/cordance/jobs/4107648008,United States - Remote,"est. $50,000 - $70,000 per year","Sales Development Representative L2 position at Cordance, a startup focused on B2B SaaS. Remote work opportunity for candidates in the US or Canada. Requires 1+ years in SaaS or tech sales, experience with CRM tools, and strong prospecting skills.",FALSE,Cordance
Support Associate Bloomingdales 59th Street (Full Time) - Jenni Kayne,https://job-boards.greenhouse.io/jennikayne/jobs/5315883004,"New York, NY","est. $30,000 - $40,000 per year","Support Associate at Bloomingdale's, New York, NY. Full-time position requiring high school diploma, no experience necessary. Skills include customer engagement, basic math, and ability to work in a fast-paced environment.",FALSE,Jenni Kayne
Community Based - Case Manager,https://job-boards.greenhouse.io/crossroadshealth/jobs/7216096002,9220 Mentor Ave,"est. $40,000 - $60,000 per year","Community Based - Case Manager position at Crossroads Health in Mentor, Ohio. Requires High School Diploma or equivalent, 3 years of experience, and QMHS/QBHS certification. Focus on therapeutic interventions and client advocacy.",FALSE,Crossroads Health
Sales Development Representative,https://boards.greenhouse.io/foursquare26/jobs/6200322,"New York, NY","est. $44,000 - $80,000 per year","Sales Development Representative position at Foursquare in New York, NY. Seeking individuals eager to start their sales career with skills in lead generation, communication, and CRM experience. Hybrid work schedule with competitive salary and benefits.",FALSE,Foursquare 26
Jr. Architect - Server Side,https://boards.greenhouse.io/example/jobs/134326,"Dallas, Los Angeles ","est. $60,000 - $80,000 per year",Jr. Architect - Server Side position in Dallas and Los Angeles. Requires a Bachelor's degree. Full-time role in the architecture industry.,FALSE,Example
Jr. Architect - Server Side,https://boards.greenhouse.io/example/jobs/134326,"Dallas, Los Angeles ","est. $60,000 - $80,000 per year",Jr. Architect - Server Side position in Dallas and Los Angeles. Requires a Bachelor's degree. Full-time role in the architecture industry.,FALSE,Example
Sales Associate ,https://boards.greenhouse.io/example/jobs/458421,Chicago ,"est. $30,000 - $50,000 per year",Sales Associate position available in Chicago. Looking for candidates in the retail industry.,FALSE,Example
High-Tech Sales Development Representative (2025 Grads),https://job-boards.greenhouse.io/memoryblue/jobs/4015057006,"Waltham, MA","est. $50,000 - $70,000 per year","High-Tech Sales Development Representative position in Waltham, Massachusetts. Seeking competitive, driven individuals to kick-start their sales career. Requires research skills and a desire to impact others. Full-time role with training provided.",FALSE,MemoryBlue
High-Tech Sales Development Representative (2025 Grads),https://job-boards.greenhouse.io/memoryblue/jobs/4015058006,"San Jose, CA","est. $57,500 - $80,000 per year","High-Tech Sales Development Representative position in San Jose, California for 2025 graduates. Seeking competitive and driven individuals for a full-time role in sales development within the high-tech industry, offering professional training and growth opportunities.",FALSE,MemoryBlue
High-Tech Sales Development Representative (2025 Grads),https://job-boards.greenhouse.io/memoryblue/jobs/4009515006,"Austin, TX","est. $50,000 - $70,000 per year","High-Tech Sales Development Representative position in Austin, Texas. Seeking driven and competitive candidates for an entry-level sales role. Full-time opportunity with professional growth and training provided.",FALSE,MemoryBlue
High-Tech Sales Development Representative (2025 Grads),https://job-boards.greenhouse.io/memoryblue/jobs/4015055006,"Seattle, WA","est. $50,000 - $78,000 per year","High-Tech Sales Development Representative position in Seattle, WA. Seeking competitive, driven individuals for a full-time role in sales development. Ideal for 2025 graduates aiming to start a career in high-tech sales.",FALSE,MemoryBlue
High-Tech Sales Development Representative (2025 Graduates),https://job-boards.greenhouse.io/memoryblue/jobs/4015049006,"Denver, CO","est. $50,000 - $78,000 per year","High-Tech Sales Development Representative position in Denver, Colorado for 2025 Graduates. Requires competitive, driven, and curious individuals. Full-time role with training and growth opportunities in sales development.",FALSE,MemoryBlue
Sales Development Representative (Immediate Start),https://job-boards.greenhouse.io/memoryblue/jobs/4302890006,"Dallas, TX","est. $50,000 - $70,000 per year","Sales Development Representative position in Dallas, Texas. Full-time role focusing on researching and reaching out to potential customers. Ideal for entry-level candidates seeking a career in high-tech sales with training opportunities.",FALSE,MemoryBlue
Adele's Approver,https://boards.greenhouse.io/liveloveadele/jobs/992447,Chicago,"est. $30,000 - $50,000 per year","Adele's Approver position in Chicago, requires a passion for food and cooking.",FALSE,LiveLoveAdele
Adele's Assistant Masseuse,https://boards.greenhouse.io/liveloveadele/jobs/673402,NYC,"est. $40,000 - $60,000 per year","Adele's Assistant Masseuse position located in New York City, requiring skills in massage therapy.",FALSE,LiveLoveAdele
Adele's Backup Vocalists,https://boards.greenhouse.io/liveloveadele/jobs/136256,Brooklyn,"est. $45,000 - $65,000 per year","Human Resources Coordinator position in Brooklyn, requires Bachelor's degree, 1-2 years HR experience, strong communication skills, and proficiency in Microsoft Office. Full-time role in a medium-sized company.",FALSE,LiveLoveAdele
Warehouse Associate,https://job-boards.greenhouse.io/infinitecommerce/jobs/4390659006,"Cartersville, Georgia","est. $31,200 - $33,280 per year","Warehouse Associate position in Cartersville, Georgia. Responsibilities include loading/unloading products, sorting/counting items, and maintaining a clean work environment. Requires high school diploma and ability to work in varying conditions.",FALSE,Infinite Commerce
Budtender - Retail Associate,https://job-boards.greenhouse.io/cannabisandglass/jobs/4046473008,"Spokane Valley, WA","est. $33,000 - $40,000 per year","Budtender - Retail Associate position in Spokane Valley, Washington. Requires customer service skills, ability to lift, and retail experience preferred. Full-time opportunity in the cannabis retail industry.",FALSE,Cannabis And Glass
Budtender - Retail Associate,https://job-boards.greenhouse.io/cannabisandglass/jobs/4046463008,"Liberty Lake, WA","est. $33,000 - $38,000 per year","Budtender - Retail Associate position in Liberty Lake, Washington. Requires customer service skills, teamwork, and ability to handle retail activities. Full-time role in a large cannabis retail company offering growth opportunities.",FALSE,Cannabis And Glass
Budtender - Retail Associate ,https://job-boards.greenhouse.io/cannabisandglass/jobs/4046458008,"Spokane, WA","est. $33,000 - $40,000 per year","Budtender - Retail Associate position in Spokane, WA. Seeking candidates with customer service experience. Full-time role in the cannabis retail industry with a focus on exceptional service and teamwork.",FALSE,Cannabis And Glass
Inventory Administrator - Spokane,https://job-boards.greenhouse.io/cannabisandglass/jobs/4095606008,"Spokane, WA","est. $40,000 - $45,000 per year","Inventory Administrator position in Spokane, Washington at Cannabis & Glass. Requires attention to detail, organizational skills, and experience with POS and ERP systems. Full-time role with opportunities for professional growth in the cannabis retail industry.",FALSE,Cannabis And Glass
Junior Accountant,https://job-boards.greenhouse.io/cannabisandglass/jobs/4040178008,"Spokane Valley, WA","est. $55,000 - $63,000 per year","Junior Accountant position in Spokane Valley, WA at Cannabis & Glass. Requires an Associate’s degree in accounting, previous experience preferred, and must be comfortable discussing cannabis. Full-time role in a medium-sized cannabis retail company.",FALSE,Cannabis And Glass
Purchasing Administrator - Spokane,https://job-boards.greenhouse.io/cannabisandglass/jobs/4095599008,"Spokane, WA","est. $40,000 - $45,000 per year","Purchasing Administrator position at Cannabis & Glass in Spokane, Washington. Requires high school diploma, purchasing experience preferred. Full-time role in cannabis retail with a focus on vendor communication and order verification.",FALSE,Cannabis And Glass
Retail Associate - Budtender,https://job-boards.greenhouse.io/cannabisandglass/jobs/4083358008,"Ontario, OR","est. $31,200 - $39,520 per year","Retail Associate - Budtender position in Ontario, Oregon. Requires customer service skills and ability to work in a retail environment. Full-time role in the cannabis industry with opportunities for growth. Must be 21+ with a high school diploma or GED.",FALSE,Cannabis And Glass
Front Office Receptionist - No evenings or weekends! Paid travel between locations!,https://www.virginiaeyeconsultants.com/about/careers/?gh_jid=7455951002,"Norfolk, VA","est. $30,000 - $40,000 per year","Front Office Receptionist position in Norfolk, Virginia. Requires customer service skills, high school diploma, and ability to manage patient flow. Full-time role with no evenings or weekends.",FALSE,Vec
Medical Receptionist - No evenings or weekends! Paid travel between locations!,https://www.virginiaeyeconsultants.com/about/careers/?gh_jid=7319258002,"Norfolk, VA","est. $30,000 - $40,000 per year","Medical Receptionist position in Norfolk, Virginia. Requires excellent customer service skills, high school diploma, and ability to manage patient flow. Full-time role with no evenings or weekends.",FALSE,Vec
Ophthalmic Scribe - Medical Scribe/Medical Assistant - No weekends!,https://www.virginiaeyeconsultants.com/about/careers/?gh_jid=6777349002,"Norfolk, VA","est. $30,000 - $50,000 per year","Ophthalmic Scribe position in Norfolk, Virginia. Requires high school diploma, experience in healthcare preferred, skills in EHR, medical terminology, and strong communication. Full-time role with no weekends.",FALSE,Vec
"Ophthalmic Surgical Assistant - No evenings, no weekends, no call!",https://www.virginiaeyeconsultants.com/about/careers/?gh_jid=6881751002,"Norfolk, VA","est. $40,000 - $60,000 per year","Ophthalmic Surgical Assistant position in Norfolk, Virginia. Requires 1 year of Scrub O.R. experience and BLS Certification. Full-time role in a medium-sized healthcare facility with a focus on patient care and teamwork.",FALSE,Vec
Sales Development Representative (Immediate Start),https://job-boards.greenhouse.io/memoryblue/jobs/4007588006,"Austin, TX","est. $50,000 - $70,000 per year","Sales Development Representative position in Austin, Texas. Seeking competitive and driven individuals for a full-time role in sales development. Opportunity for professional growth in the high-tech industry.",FALSE,MemoryBlue
Sales Development Representative (Immediate Start),https://job-boards.greenhouse.io/memoryblue/jobs/4007590006,"Denver, CO","est. $50,000 - $78,000 per year","Sales Development Representative position in Denver, Colorado. Immediate start, full-time role focused on high-tech sales development. Competitive and driven individuals are encouraged to apply.",FALSE,MemoryBlue
"Analyst I, Quality Control (Analytical)",https://boards.greenhouse.io/forgebiologics/jobs/5291509004?gh_jid=5291509004,"Columbus, Ohio","est. $50,000 - $70,000 per year","Analyst I, Quality Control position in Columbus, Ohio requiring a Bachelor's degree in relevant fields, with skills in GMP principles, laboratory techniques, and technical problem-solving. Full-time role in the biotechnology industry.",FALSE,Forge Biologics
Sales Development Representative (Immediate Start),https://job-boards.greenhouse.io/memoryblue/jobs/4007586006,"Waltham, MA","est. $50,000 - $70,000 per year","Sales Development Representative position in Waltham, Massachusetts. Seeking competitive and driven individuals for an immediate start. Focus on researching prospects and booking sales opportunities. Full-time role in a medium-sized sales development company.",FALSE,MemoryBlue
"Associate Scientist I, Process Development - Downstream",https://boards.greenhouse.io/forgebiologics/jobs/5291106004?gh_jid=5291106004,"Columbus, Ohio","est. $50,000 - $70,000 per year","Associate Scientist I position in Columbus, Ohio at Forge Biologics. Requires Bachelor's degree in relevant fields, experience with FPLC preferred. Full-time role focused on downstream process development in gene therapy.",FALSE,Forge Biologics
Sales Development Representative (Immediate Start),https://job-boards.greenhouse.io/memoryblue/jobs/4007595006,"San Jose, CA","est. $57,500 - $80,000 per year","Sales Development Representative position at memoryBlue in San Jose, California. Focus on high-tech sales career with training and growth opportunities. Immediate openings available.",FALSE,MemoryBlue
Sales Development Representative (Immediate Start),https://job-boards.greenhouse.io/memoryblue/jobs/4007591006,"Seattle, WA","est. $50,000 - $78,000 per year","Sales Development Representative position in Seattle, WA. Requires competitive, driven individuals with a passion for sales. Full-time role with training opportunities and potential for growth in the high-tech industry.",FALSE,MemoryBlue
Sales Development Representative (Immediate Start),https://job-boards.greenhouse.io/memoryblue/jobs/4007015006,"Tysons, VA","est. $50,000 - $70,000 per year","Sales Development Representative position in Tysons, Virginia. Immediate start with a focus on high-tech sales. Seeking competitive, driven candidates for full-time roles. Offers professional growth and training.",FALSE,MemoryBlue
Technical Writer I,https://boards.greenhouse.io/forgebiologics/jobs/5285758004?gh_jid=5285758004,"Columbus, Ohio","est. $50,000 - $70,000 per year","Technical Writer I position in Columbus, Ohio at Forge Biologics. Requires Bachelor's Degree and experience in technical writing. Focus on authoring and processing documents for Quality Management System in a biotechnology startup.",FALSE,Forge Biologics
Account Coordinator,https://job-boards.greenhouse.io/obexp/jobs/7617770002,San Franciso,"est. $66,000 - $81,000 per year","Account Coordinator position in San Francisco, requiring 1-3 years of experience in marketing/events, strong communication skills, and a Bachelor's degree. Full-time, hybrid work environment at a medium-sized marketing agency.",FALSE,OBEXP
Merchant Support Representative,https://boards.greenhouse.io/koalafi/jobs/5284566004?gh_jid=5284566004,"Richmond, VA","est. $40,000 - $60,000 per year","Merchant Support Representative in Richmond, Virginia. Requires strong customer service experience, proficiency in Microsoft Office, and ability to work independently. Full-time position in a medium-sized financial services company.",FALSE,Koalafi
Sales Development Representative,https://boards.greenhouse.io/focusedlabs/jobs/5943559003,"Denver, Colorado, United States","$50,000 - $70,000 per year","Sales Development Representative position in Denver, Colorado, requiring skills in lead generation, sales tools, and communication. Full-time role at a startup with a salary range of $50,000 - $70,000 per year.",FALSE,Focused Labs
Prospect Post Shun,https://boards.greenhouse.io/liveloveadele/jobs/1777868,new york city,"est. $50,000 - $70,000 per year","Job Title: Prospect Post Shun, Location: New York City, Job Type: Full Time, Company Size: Startup",FALSE,LiveLoveAdele
Business Development Representative ,https://job-boards.greenhouse.io/obsidiansecurity/jobs/4030715008,"San Jose, CA ","est. $45,000 - $55,000 per year","Business Development Representative position in San Jose, California, focused on SaaS Security. Requires a Bachelor's Degree, strong discovery and presentation skills, and attention to detail. Full-time role with a salary range of est. $45,000 - $55,000 per year.",FALSE,Obsidian Security
Security Specialist,https://job-boards.greenhouse.io/gavindebeckerassociatesindeed/jobs/715971,"Atlanta, GA","est. $50,000 - $60,000 per year","Security Specialist position in Atlanta, Georgia. Requires effective communication, physical fitness, and teamwork. Full-time role with a salary range of est. $50,000 - $60,000 per year. Company provides benefits including medical, dental, and vision insurance.",FALSE,Gavin DeBecker Associates Indeed
Data Entry,https://www.mettel.net/careers/?gh_jid=4384024006,"Guaynabo, Puerto Rico","est. $21,840 - $21,840 per year","Data Entry Operator position in Guaynabo, Puerto Rico. Requires 2+ years of data entry experience, proficiency in MS Office, and attention to detail. Full-time role in the telecommunications industry.",FALSE,Mettel
Security Specialist,https://job-boards.greenhouse.io/gavindebeckerassociatesindeed/jobs/506280,"San Diego, CA","est. $60,000 - $80,000 per year","Security Specialist position in San Diego, California with Gavin de Becker & Associates. Requires effective communication, physical fitness, and a willingness to learn. Offers a salary range of $60,000 to $80,000 per year with benefits including medical, dental, and vision insurance.",FALSE,Gavin DeBecker Associates Indeed
Security Specialist,https://job-boards.greenhouse.io/gavindebeckerassociatesindeed/jobs/3965592,"Manhattan, New York","est. $60,000 - $80,000 per year","Security Specialist position in Manhattan, New York. Requires effective communication, physical fitness, and a willingness to learn. Full-time role with a salary range of est. $60,000 - $80,000 per year, benefits included.",FALSE,Gavin DeBecker Associates Indeed
Security Specialist,https://job-boards.greenhouse.io/gavindebeckerassociatesindeed/jobs/648738,"Red Bank, New Jersey","est. $65,000 - $85,000 per year","Security Specialist position in Red Bank, New Jersey with Gavin de Becker & Associates. Requires effective communication, physical fitness, and a willingness to learn. Full-time role with salary est. $65,000 - $85,000 per year, including benefits and training opportunities.",FALSE,Gavin DeBecker Associates Indeed
Security Specialist,https://job-boards.greenhouse.io/gavindebeckerassociatesindeed/jobs/5130587,"Palm Beach, FL","est. $55,000 - $65,000 per year","Security Specialist position in Palm Beach, Florida with Gavin de Becker & Associates. Requires effective communication, physical fitness, and teamwork. Full-time role with a salary range of est. $55,000 - $65,000 per year. Benefits include medical, dental, vision, and 401(k).",FALSE,Gavin DeBecker Associates Indeed
Security Specialist ,https://job-boards.greenhouse.io/gavindebeckerassociatesindeed/jobs/4142399,"Washington, DC","est. $60,000 - $80,000 per year","Security Specialist position in Washington, DC. Requires effective communication, physical fitness, and willingness to learn. Full-time role with a salary range of est. $60,000 - $80,000 per year. Benefits include medical, dental, vision, life insurance, and 401(k).",FALSE,Gavin DeBecker Associates Indeed
Security Specialist ,https://job-boards.greenhouse.io/gavindebeckerassociatesindeed/jobs/260110,"Santa Barbara, CA","est. $70,000 - $85,000 per year","Security Specialist position in Santa Barbara, California. Requires effective communication, physical fitness, and teamwork. Full-time role with a salary range of est. $70,000 - $85,000 per year. Benefits include medical, dental, vision, and 401(k).",FALSE,Gavin DeBecker Associates Indeed
Security Specialist ,https://job-boards.greenhouse.io/gavindebeckerassociatesindeed/jobs/246820,"Austin, TX","est. $50,000 - $60,000 per year","Security Specialist position at Gavin de Becker & Associates in Austin, Texas. Requires effective communication, physical fitness, and teamwork. Offers full-time employment with a salary range of est. $50,000 - $60,000 per year and various benefits.",FALSE,Gavin DeBecker Associates Indeed
Warehouse Associate - Repair,https://www.mettel.net/careers/?gh_jid=4393469006,"Long Island City, NY","est. $37,440 - $39,520 per year","Warehouse Associate - Repair position in Long Island City, NY. Requires skills in mobile diagnostics and repair, experience with iOS and Android systems, and proficiency in Excel. Full-time role with an estimated salary of $37,440 - $39,520 per year.",FALSE,Mettel
